netherlands,Access to Communications,"Internet access in The Netherlands is generally available to all. There are no [[Three Strikes]] laws or any other legal mandates that could restrict a persons access to Internet. The price of Internet access is also relatively low and flat-rate broadband is available for most incomes.

"
netherlands,Censorship,"Censorship is fairly limited, there are a few ISP's who adhere to censoring-lists setup by the government, but most ignore these. There also have been a few cases where websites where forced to take links down directing to 'illegal' information.

"
netherlands,Surveillance,"The Netherlands has one of the highest amount of sniffing requests made by the police. Most of these are accepted by default. Data Retention laws are in place and ISP's should record traffic data for at-least 3 months.

=== CCTV ===
There has been a growing amount of CCTV cameras being placed in major city's. Most systems are monitored by private security-companies.

"
netherlands,Intellectual Property,"
=== Copyright ===

=== Patents ===

"
slovakia,Access to Communications,"
Due to very good broadband access and high costs for throttling devices, throttling is common only in mobile networks. Most cable and fiber ISPs don't even count traffic. Counting of transferred data on the other hand is very common on DSL, because the major DSL last-mile owner (Slovak Telecom, member of Deutsche Telecom) bills all providers for using their last-mile by traffic (except for weekends). Some providers providing flat-rate have to do throttling based on fair-use policy to avoid costs from Slovak Telecom.

The coverage of alternatives to DSL is very good in larger cities and it is possible to get unthrottled and only speed-limited Internet connection.

"
slovakia,Censorship a Network Neutrality,"
All mobile operators are filtering internet traffic using IWF blacklist, [http://globalvoicesonline.org/2009/11/24/slovakia-mobile-internet-providers-put-an-end-to-internet-neutrality/ the situation regarding network neutrality is critical in Slovakia]

=== Slovak O2 ===

In addition to the child protection, Slovak O2 also shapes some specific network ports.

[http://www.sk.o2.com/o-nas/spolocenska-zodpovednost/ochrana-deti-v-sieti Child protection]
[http://www.dsl.sk/article.php?article=9650 Traffic shaping of specific ports]

=== Slovak Orange ===

Slovak Orange makes child protection using IWF blacklist.

[http://www.orange.sk/web/onas/medialne_centrum/monitoring_november_clanok5_detail.html Child protection]
[http://www.dsl.sk/article.php?article=8184 Orange started to block illegal pages]

Orange also sells some phones with their branded firmware (e.g. Nokia E51) that blocks official VoIP functionality. This can be solved by changing its product code (to the Central Europe), but this operation automatically leads to the warranty loss.

=== Slovak T-Mobile ===

Slovak T-Mobile makes child protection using IWF blacklist.
[http://www.dsl.sk/article.php?article=8340 T-Mobile started to block illegal pages]

"
slovakia,Surveillance,"
Voice and SMS surveillance is required by law. Holders of the telecommunication license have to provide direct unmonitored access to their network at the operator's cost (the devices are owned by Slovenska Informacna Sluzba - an intelligence agency and Ministry of Interior, which runs police). 

There are no direct monitoring devices in ISP networks, but ISPs have to cooperate based on judge approval. They have to provide full traffic dumps, logs, etc. Slovak police seems to almost always claim it is going after child pornography distributors, even when this is not the case. They say this to convince operators to cooperate (everyone ""knows"" child pornography distribution is bad and they believe that technician at operators' are more willing to help fight this crime than any other). They have no direct control or knowledge if the operator provides all the information.

"
slovakia,Intellectual Property,"
There are takedown notices when copyright and/or trademarks are involved, but these are usually not very successful. There has been a case of fake pages of ""Orange"" operator and one hacker registered t-zones.sk domain before Eurotel was aquired by T-Mobile. They tried to take the site down, but in the end they just paid whatever the guy asked for the domain (the price has not been disclosed).

Takedown based on trademark abuse has basis in .sk domain registry rules (which is weird, because there can be several different companies having the same trademark, they are based on product areas. I know of matrix.sk domain, which was requested by certain cosmetics company based on trademark issues and it was offered to the other holders of ""Matrix"" trademark: car manufacturers, ...). There is no clear rule about this.

=== Copyright ===

Slovak authorship law (it's not copyright, that is a different concept) is very problematic. It does not allow distribution under free or open-source licenses. The law clearly states, that author has a right to get reward for his or her work. While they can say that they don't want reward in any particular case (in relation to one licensee), it is unconstutional to let go off your right in general. Publication under open-source license is problematic, because we don't know if the author does not abuse this.

The click-wrap licenses are also invalid, every license has to be a contract and that has to be in writing or using qualified electronic signature. For Free Software, this means, that you have no right to use the software unless having a written contract.

There have been no abuses of these problems so far, there is an active Creative Commons community and [http://www.soit.sk/|Society for Open Information Technologies] trying to push reforms in authorship law.

There is a fair use doctrine, which is also a reason for collecting essentially tax from copy machines, CDs, DVDs and other media and also burning devices. These go back to authorship alliances (which are monopolized by state, but not controlled by them, which is very dangerous) and are distributed in a very non-transparent way to the authors, that are members of these.

During June 2011, a minor internet revolution happened against [http://www.soza.sk SOZA], which illegally charged several bloggers for linking embedded youtube videos on their side.

=== Patents ===

Slovakia is not really strong on patents ‒ it's only a very small market after all. The patent regulation is according to the EU law. Some authors have been awarded software patents by national patent office in the past (for example for phone encryption). 

"
slovakia,Agencies and Groups,"
[http://www.bsa.org/country.aspx?sc_lang=sk-SK Business Software Alliance]

[http://soza.sk/ Slovenský ochranný zväz autorský -- Music Industry alliance]

[http://www.lita.sk/en/index.php LITA - society of (literary) authors]

[http://itas.sk/ IT Association of Slovakia] - Association of IT companies, often fights against open standards, has members in goverment comitees. The representatives usually work for (and are paid by) Microsoft.

[http://www.informatika.sk/ Slovak Informatics Society] - Society of slovak informatics professionals (people, not organizations), mainly from academia.

=== Digital rights groups in Slovakia ===
[http://www.soit.sk/ Society for Open Information Technologies]

[http://www.progressbar.sk/ Progressbar - Bratislava hackerspace]

[http://www.hysteria.sk/ Hysteria - an informal hacker association] (has been organizing demonstrations, publishes a magazine about digital rights)

[http://www.skosi.org Slovak Open Source Initiative] and [http://www.sklug.sk/ Slovak Linux User Group] are now more or less defunct organizations, most people joining SOIT instead.

"
spain,Access to Communications,"
"
spain,Censorship,"* ''TODO:'' Attempt to shut down websites with movie links even if it was legal before Ley Sinde was approved.
* ''TODO:'' Batasuna website blocked

"
spain,Surveillance,"'''SITEL''' is a Spanish telephone tapping system public since 2001 and ready since 2007, that makes it easier tapping mobile devices, and recording phone conversations if a judge authorizes it. SITEL is used by the National Police and the Spanish National Intelligence Center, among others.

More information here: http://es.wikipedia.org/wiki/SITEL

"
spain,Intellectual Property,"
=== Copyright ===
* In Spain it's '''legal''' to share copyrighted files with '''no profit'''. Dozens of court cases have been won, and judges have stated very clearly.
** In spite of this, in the last years a lot of ""Culture"" campaigns and politicians are saying just the opposite. As result, lots of people are getting confused about the legality of this fact.
* In Spain it's '''legal''' to make private copies for '''your own use'''. But we must pay a digital levy on most digital supports. 

As recently shown by 21 of october 2010 [http://la-ex.net/spain-digital-canon-deemed-illegal-by-the-european-court-of-justice historic ruling] of the European Court of Justice against 5 major collecting societies and in favour of a small family business, in Spain, the struggle against the criminalisation of private copies and against the indiscriminate digital levy is questioning the application of the EU directive on fair compensation.

In Spain, the practices of collection societies and cultural industries lobbies have created a very clear awareness of the abuses that are committed and of existing legislative deficiencies, and have created a very active and well-informed public opinion: Over 200 000 in the [http://wiki.manifiestointernet.org/wiki/P%C3%A1gina_Principal Manifesto for Internet] and in the straight against the law that want to shut sites without judicial ruling; 200 000 in the D’evolution Summit during the EU ministers of culture meeting; 110 000 responses to the threaten to La-EX organization; one[http://molinapirate.blogspot.com/ minister  kick off] in 2009…

On December 21st, 2010, due to massive citizen pressure, the proposed [[Ley Sinde]] law was rejected in the Spanish Congress.

For all this is why we should not see Spain as an exception on the brink of extinction because filesharing it is not illegal, but as a point of departure for a model of non-profit file sharing legal at the global level.

Ley Sinde was finally approved by a deal involving PP, PSOE and CiU political parties, which has caused a lot of discomfort to the Internet users. On 5th March, 2011, it was published in the BOE (Official Bulletin of the State) [http://www.boe.es/boe/dias/2011/03/05/pdfs/BOE-A-2011-4117.pdf]

=== Patents ===

"
spain,Agencies and Groups,"
=== Digital and Information Related Agencies ===


=== Digital rights groups in Spain ===
* [http://www.hacktivistas.net/ Hacktivistas] is an active group that lobbies at the national and European level.
* [http://La-EX.net/ La-EX] (previously EXGAE) is specialized in helping citizens against abuses of royalties management societies and cultural industries lobbies at the national and international level.
* [http://fcforum.net FCForum] is the internacional platform promoted from Spain that have create the [http://fcforum.net Charter for Innovation, Creativity and Access to Knowledge], a legal tool to reform law on digital issues in a fair direction.
* [http://red-sostenible.net Red-SOStenible] is a platform against Ley Sinde.
* [https://www.partidopirata.es Partido Pirata] is the Spanish Pirate Party.
* [http://pirata.cat/ Pirates de Catalunya] is the Catalan Pirate Party website.
* [http://www.internautas.org/ Asociación de Internautas] is the most important Internet users association.
* [http://www.hispalinux.es/ HispaLinux] is one of the GNU/Linux users associations.

"
sweden,Access to Communications,"
Sweden is reportedly in the top league in the world when it comes to broadband accessibility. Broadband speeds are also among the highest in the world. The Swedish state has an obligation to make sure all citizens have access to basic telephony and internet services, but after the privatization of the former state monopoly and all its infrastructure there is no method of which the state can live up to that obligation. A few years ago the Swedish competition authority concluded that merely having been a monopoly in the past, does not make you liable for what the state has promised its citizens.

The Swedish telecommunications markets, both wired and wireless, are fairly competetive. The deregulation of the telecommunications market in Sweden at the end of the 1990s were one of the most frictionless in Europe. Thanks to speedy and, above all, numerous actions against the former monopoly by the Competition authorities and Telecommunications authorities the market has been kept reasonably open to new competitors in all fields. Roaming and peering issues with the incumbent does mean, however, that competitors often have to keep higher costs.

ISPs and mobile phone operators are increasingly concerned with government aspirations for data retention and ISP liability and have publically protested as much in international fora.

"
sweden,Censorship,"
Sweden does not actively censor any printed press, and in fact has one of the stronger frameworks in Europe for source protection and journalist protection. What skewed reporting there is in established media is more likely to do with the Swedish media landscape being 90-95% dominated by two faily large media consortia (Bonniers, Schibstedt).

Swedish ISPs are implementing a voluntary child pornography filter since 2005. The blocking list is maintained by the Swedish police and is kept secret. After a leak in 2007 it was revealed that many of the sites were in fact not related to child pornography, and some sites that had been blocked for a considerable amount of time seemed to relate to arboriculture.

"
sweden,Media,"
The Swedish fundamental laws guarantee a strong protection for media, and primarily sources. As opposed to the American ''whistleblower protection'', in Sweden it is the source who can demand anonymity rather than the journalist granting it, and a journalist is liable for not heeding the source's wishes. As opposed to many other nations, journalists are not liable for what they write in a publication. Instead, each Swedish publication needs to assign an editor who, in a law suit, carries the responsibility for libel or defamation (technically probably also high treason). 

The Swedish press freedom laws date back to the 18th century and have been heavily criticized for being technology dependent (print press) since the fundamental laws were opened for review in 2006. A committee for freedom of speech has been working with the issues of freedom of speech and press freedom in the Swedish media laws since 2006, and have reached a number of worrying conclusions - some of which have been heavily criticized by publishers, editors and journalists.

Hans Schöier, an experienced Swedish publisher, [http://www.unt.se/debatt/forsvara-yttrandefrihetsarvet-1175811.aspx writes in UNT] that the committee seems to want to define which ''types of expressions'' or in which ''type of organization'' the publishing is made to avoid technology dependence, but suggests instead an introduction of presumption for freedom of speech/press freedom protection if a new technology casts doubt on a publishing situation.

The Swedish government has stated as a cause for concern the fact that Swedish freedom of speech and press freedom laws differ greatly from those in other European nations.

"
sweden,Surveillance,"
As of December 2010, Sweden has not yet implemented the European Union data retention directive. The parliamentary proceedings are expected for Spring 2011.

In 2008, the Swedish parliament decided on the so-called ""FRA law"" which grants a civilian intelligence agency subordinated the government the right to browse and intercept all digital communications moving across the Swedish borders. 

Both laws have created controversies. The current opposition ran their election campaign on the promise of dissolving the FRA law (or ""re-evaluate it""), but was expected to be keen on data retention. The government, on their side, opposed data retention but have been pushing strongly for the FRA law. Following two bombings in Stockholm in winter 2010, all animosity is lost and both the biggest opposition party and the government now wishes to keep and extend the FRA law, as well as expand on the number of data items operators and service providers will have to retain once the data retention directive is implemented.

At a local level (and supported from the Minister of Justice Mrs Ask) there are high expectations on the ability of CCTV to prevent crimes, as is seen by a decision in Malmö to surveil several central streets, and a decision in Göteborg where the main railway station is now under surveillance. The Swedish Bureau of Criminal Statistics is doubting the efficiency of the measures, but has concluded that CCTV sometimes helps in parking houses. Sweden was, along with the other Nordic countries, one of the first countries in Europe to create laws protecting citizens against arbitrary television monitoring in the mid-1970s.

"
sweden,Intellectual Property,"
=== Copyright ===

=== Patents ===

Out of the European Union member states, Sweden is one of the countries with largest amount of patents per capita (101 patents per person in 2009). This is likely explained by Swedish companies TetraPak, (Sony)Ericson and AstraZeneca all working in relatively patent intensive industries.

Reportedly, Swedish patent policies in international fora are some of the most aggressive, especially for pharmaceuticals. In a case earlier this year, however, Swedish customs officials chose to interpret grey imports of iPads as imports of ""personal computers"" to lower the tariff (to 0%) for the importing consumers.

"
sweden,Agencies and Groups,"
=== Digital and Information Related Agencies ===


=== Digital rights groups in Sweden ===

"
tunisia,Surveillance,"The Tunisian authorities practice various forms of Internet surveillance and request that service providers such as Internet cafes become partners in controlling Internet use. For example, the authorities monitor Internet cafes, instruct Internet users to show identification before they can use the Internet in some regions, and hold Internet cafe operators responsible by law for their clients online activities. There is also technical surveillance, whereby downloading or adding attachments to an e-mail must go through a central server. Under the pretext of protecting public order and national security, a 1998 post and telecommunications law enables the
authorities to intercept and check the content of e-mail messages;28 in fact, electronic surveillance such as the filtering of e-mail messages of government opponents has been reported. Global Voices Advocacy director and Tunisian activist [http://samibengharbia.com/ Sami Ben Gharbia] conducted a test from the Netherlands with two Tunisia-based activists, and confirmed by logging on to their e-mail accounts from the Netherlands that what he saw was not what the bloggers saw when they logged on from Tunisia, and that the bloggers could not access some of the messages they received.


"
tunisia,Filtering,"Web filtering in Tunisia is achieved through the use of a commercial software pro-
gram, SmartFilter, sold by the U.S.-based company Secure Computing(McAfee). Since all fixed-
line Internet traffic passes through facilities controlled by ATI(Tunesian Internet Agency), the government is able
to load the software onto its servers and filter content consistently across Tunisia’s 11
ISPs. Tunisia purposefully hides its filtering from Internet users. SmartFilter is designed
to display a 403 error message when a user attempts to access a blocked Web site; the
Tunisian government has replaced this message with a standard 404 error message,
which gives no hint that the requested Web site is actively blocked.

[[Blocked sites in Tunisia]]

"
tunisia,Censorship,"* Internet connectivity was brought down in the city of [http://en.wikipedia.org/wiki/Sidibouzid Sidibouzid] by authorities amidst protests on December 19th 2010, as a method to stifle communications amongst protesters. Information still managed to get out through various human rights groups in the region; see: [http://24sur24.posterous.com/#!/36859852 24sur24] [http://nawaat.org/portail/ Nawaat] [http://www.babtounes.com/ Babtounes].

"
united kingdom,Censorship,"
A lot of corporate censorship exists in the UK in the form of [[superinjunction]]s, injunctions which are themselves are under special injunction so that their subject matter may not be disclosed.

On December 13th, 2010, [http://www.zdnet.co.uk/blogs/security-bullet-in-10000166/met-police-take-down-protest-advice-blog-10021068/ a website offering advice to protesters was taken down] by Internet hosting company [[JustHost.com]] at the request of the London Metropolitan Police. ""We were concerned this website was giving information about destroying evidence,"" said the police spokesman.

There is discussion amongst politicians to take up [http://www.guardian.co.uk/society/2010/dec/19/broadband-sex-safeguard-children-vaizey?cat=society&type=article opt-out Internet filtering for pornography].

"
united kingdom,Surveillance,"
There are over 2 million [[CCTV]] cameras in the UK; a great number of which are in London, or roughly half a million.

"
